"Step","charmed-durian-30 - Train loss","charmed-durian-30 - Train loss__MIN","charmed-durian-30 - Train loss__MAX"
"166","0.0730857515707612","0.0730857515707612","0.0730857515707612"
"168","0.06491834437474608","0.06491834437474608","0.06491834437474608"
"170","0.06320147346705199","0.06320147346705199","0.06320147346705199"
"172","0.05918748695403338","0.05918748695403338","0.05918748695403338"
"174","0.058299449365586044","0.058299449365586044","0.058299449365586044"
"176","0.06404791362583637","0.06404791362583637","0.06404791362583637"
"178","0.05990778189152479","0.05990778189152479","0.05990778189152479"
"180","0.058138214610517026","0.058138214610517026","0.058138214610517026"
"182","0.05719784591346979","0.05719784591346979","0.05719784591346979"
"184","0.07376728598028422","0.07376728598028422","0.07376728598028422"
"186","0.08773292638361455","0.08773292638361455","0.08773292638361455"
"188","0.08459539487957954","0.08459539487957954","0.08459539487957954"
"190","0.08191866781562566","0.08191866781562566","0.08191866781562566"
"192","0.07771043237298728","0.07771043237298728","0.07771043237298728"
"194","0.07279661763459444","0.07279661763459444","0.07279661763459444"
"196","0.06949917580932378","0.06949917580932378","0.06949917580932378"
"198","0.06293601430952549","0.06293601430952549","0.06293601430952549"
